Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2019-08-14T15:00:00Z,EBAY,38.71439943,-4082,Market,Filled,-158032.17847326,stop-loss - Warning: No quote information available at 08/14/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-08-14T15:00:00Z,MA,265.93843211,-599,Market,Filled,-159297.12083389,stop-loss - Warning: No quote information available at 08/14/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-08-14T17:00:00Z,ZM,90.61,-1705,Market,Filled,-154490.05,stop-loss - Warning: No quote information available at 08/14/2019 13:00:00 America/New_York, order filled using TradeBar data 
2019-08-14T17:00:00Z,UNH,235.45326497,-676,Market,Filled,-159166.40711972,stop-loss - Warning: No quote information available at 08/14/2019 13:00:00 America/New_York, order filled using TradeBar data 
2019-08-14T17:00:00Z,TWTR,40.52,-3898,Market,Filled,-157946.96,stop-loss - Warning: No quote information available at 08/14/2019 13:00:00 America/New_York, order filled using TradeBar data 
2019-08-15T16:00:00Z,CRM,142.47,1090,Market,Filled,155292.3,Warning: No quote information available at 08/15/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-08-15T16:00:00Z,CME,198.703753568,782,Market,Filled,155386.33529018,Warning: No quote information available at 08/15/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-08-15T17:00:00Z,PYPL,105.08,1479,Market,Filled,155413.32,Warning: No quote information available at 08/15/2019 13:00:00 America/New_York, order filled using TradeBar data 
2019-08-16T14:00:00Z,CRWD,94.25,1633,Market,Filled,153910.25,Warning: No quote information available at 08/16/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-08-21T16:00:00Z,ZM,93.4,1668,Market,Filled,155791.2,Warning: No quote information available at 08/21/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-08-21T16:00:00Z,EEM,39.121217538,3984,Market,Filled,155858.93067139,Warning: No quote information available at 08/21/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-08-21T16:00:00Z,PYPL,109.94,-1479,Market,Filled,-162601.26,take-profit - Warning: No quote information available at 08/21/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-08-21T16:00:00Z,SQ,66.09,2358,Market,Filled,155840.22,Warning: No quote information available at 08/21/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-08-21T17:00:00Z,MA,278.66768449,559,Market,Filled,155775.23562991,Warning: No quote information available at 08/21/2019 13:00:00 America/New_York, order filled using TradeBar data 
2019-08-21T18:00:00Z,AMD,31.46,4935,Market,Filled,155255.1,Warning: No quote information available at 08/21/2019 14:00:00 America/New_York, order filled using TradeBar data 
2019-08-21T19:00:00Z,PFE,30.675437745356,5067,Market,Filled,155432.44305572,Warning: No quote information available at 08/21/2019 15:00:00 America/New_York, order filled using TradeBar data 
2019-08-21T19:00:00Z,EBAY,39.121919424,3973,Market,Filled,155431.38587155,Warning: No quote information available at 08/21/2019 15:00:00 America/New_York, order filled using TradeBar data 
2019-08-21T20:00:00Z,AMZN,1828,84,Market On Open,Filled,153552, 
2019-08-22T14:00:00Z,CRM,148.31,-1090,Market,Filled,-161657.9,take-profit - Warning: No quote information available at 08/22/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-08-22T14:00:00Z,JPM,101.875291812,1515,Market,Filled,154341.06709518,Warning: No quote information available at 08/22/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-08-22T14:00:00Z,MDY,335.82464652,459,Market,Filled,154143.51275268,Warning: No quote information available at 08/22/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-08-22T15:00:00Z,AMZN,1803.5,-84,Market,Filled,-151494,stop-loss - Warning: No quote information available at 08/22/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-08-22T15:00:00Z,MDY,332.649344085,-459,Market,Filled,-152686.04893501,stop-loss - Warning: No quote information available at 08/22/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-08-22T15:00:00Z,EEM,38.56609944,-3984,Market,Filled,-153647.34016896,stop-loss - Warning: No quote information available at 08/22/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-08-22T15:00:00Z,EBAY,38.636776574,-3973,Market,Filled,-153503.9133285,stop-loss - Warning: No quote information available at 08/22/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-08-22T15:00:00Z,MA,274.15404601,-559,Market,Filled,-153252.11171959,stop-loss - Warning: No quote information available at 08/22/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-08-22T15:00:00Z,SQ,64.04,-2358,Market,Filled,-151006.32,stop-loss - Warning: No quote information available at 08/22/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-08-22T17:00:00Z,MDY,334.50403144,457,Market,Filled,152868.34236808,Warning: No quote information available at 08/22/2019 13:00:00 America/New_York, order filled using TradeBar data 
2019-08-22T19:00:00Z,GOOGL,1195.62,128,Market,Filled,153039.36,Warning: No quote information available at 08/22/2019 15:00:00 America/New_York, order filled using TradeBar data 
2019-08-23T14:00:00Z,GOOGL,1180.91,-128,Market,Filled,-151156.48,stop-loss - Warning: No quote information available at 08/23/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-08-23T14:00:00Z,CRM,156.15,971,Market,Filled,151621.65,Warning: No quote information available at 08/23/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-08-23T14:00:00Z,CRWD,89.69,-1633,Market,Filled,-146463.77,stop-loss - Warning: No quote information available at 08/23/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-08-23T16:00:00Z,JPM,99.761501637,-1515,Market,Filled,-151138.67498005,stop-loss - Warning: No quote information available at 08/23/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-08-23T16:00:00Z,AMD,30.29,-4935,Market,Filled,-149481.15,stop-loss - Warning: No quote information available at 08/23/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-08-23T16:00:00Z,ZM,91.03,-1668,Market,Filled,-151838.04,stop-loss - Warning: No quote information available at 08/23/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-08-23T16:00:00Z,MDY,327.74558956,-457,Market,Filled,-149779.73442892,stop-loss - Warning: No quote information available at 08/23/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-08-23T19:00:00Z,PFE,30.316096903196,-5067,Market,Filled,-153611.66300849,stop-loss - Warning: No quote information available at 08/23/2019 15:00:00 America/New_York, order filled using TradeBar data 
2019-08-26T18:00:00Z,ATVI,47.743313739,3153,Market,Filled,150534.66821907,Warning: No quote information available at 08/26/2019 14:00:00 America/New_York, order filled using TradeBar data 
2019-08-27T14:00:00Z,ATVI,50.402860518,-3153,Market,Filled,-158920.21921325,take-profit - Warning: No quote information available at 08/27/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-08-28T17:00:00Z,SE,32.4,4697,Market,Filled,152182.8,Warning: No quote information available at 08/28/2019 13:00:00 America/New_York, order filled using TradeBar data 
2019-08-28T20:00:00Z,PYPL,108.96,1410,Market On Open,Filled,153633.6, 
2019-08-29T14:00:00Z,MSFT,135.196185465,1121,Market,Filled,151554.92390627,Warning: No quote information available at 08/29/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-08-29T14:00:00Z,ZM,91.68,1653,Market,Filled,151547.04,Warning: No quote information available at 08/29/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-08-29T14:00:00Z,EEM,38.721922064,3915,Market,Filled,151596.32488056,Warning: No quote information available at 08/29/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-08-29T15:00:00Z,FB,184.63,816,Market,Filled,150658.08,Warning: No quote information available at 08/29/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-08-29T15:00:00Z,TLSA,1.22,-123000,Market,Filled,-150060,stop-loss - Warning: No quote information available at 08/29/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-08-29T16:00:00Z,MDB,154.7,976,Market,Filled,150987.2,Warning: No quote information available at 08/29/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-08-29T18:00:00Z,TWTR,42.32,3572,Market,Filled,151167.04,Warning: No quote information available at 08/29/2019 14:00:00 America/New_York, order filled using TradeBar data 
2019-08-30T14:00:00Z,PYPL,109.81,-1410,Market,Filled,-154832.1,take-profit - Warning: No quote information available at 08/30/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-08-30T15:00:00Z,TLSA,1.3,116028,Market,Filled,150836.4,Warning: No quote information available at 08/30/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-08-30T17:00:00Z,TLSA,1.202,-116028,Market,Filled,-139465.656,stop-loss - Warning: No quote information available at 08/30/2019 13:00:00 America/New_York, order filled using TradeBar data 
2019-09-03T14:00:00Z,TLSA,1.332,112445,Market,Filled,149776.74,Warning: No quote information available at 09/03/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-03T14:00:00Z,TWTR,43.63,-3572,Market,Filled,-155846.36,take-profit - Warning: No quote information available at 09/03/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-03T15:00:00Z,PFE,31.692109396345,4737,Market,Filled,150125.52221049,Warning: No quote information available at 09/03/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-03T15:00:00Z,ATVI,50.551162383,2970,Market,Filled,150136.95227751,Warning: No quote information available at 09/03/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-03T16:00:00Z,AMZN,1796.86,83,Market,Filled,149139.38,Warning: No quote information available at 09/03/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-09-03T16:00:00Z,SE,30.97,-4697,Market,Filled,-145466.09,stop-loss - Warning: No quote information available at 09/03/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-09-03T18:00:00Z,MSFT,132.99174009,-1121,Market,Filled,-149083.74064089,stop-loss - Warning: No quote information available at 09/03/2019 14:00:00 America/New_York, order filled using TradeBar data 
2019-09-03T19:00:00Z,MDB,148.42,-976,Market,Filled,-144857.92,stop-loss - Warning: No quote information available at 09/03/2019 15:00:00 America/New_York, order filled using TradeBar data 
2019-09-04T14:00:00Z,TLSA,1.41,-112445,Market,Filled,-158547.45,take-profit - Warning: No quote information available at 09/04/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-04T14:00:00Z,ATVI,52.815237522,-2970,Market,Filled,-156861.25544034,take-profit - Warning: No quote information available at 09/04/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-04T14:00:00Z,EEM,39.452340614,-3915,Market,Filled,-154455.91350381,take-profit - Warning: No quote information available at 09/04/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-04T15:00:00Z,MDB,156.76,962,Market,Filled,150803.12,Warning: No quote information available at 09/04/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-04T15:00:00Z,AMD,31.41,4803,Market,Filled,150862.23,Warning: No quote information available at 09/04/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-04T15:00:00Z,EEM,39.501035184,3819,Market,Filled,150854.4533677,Warning: No quote information available at 09/04/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-04T15:00:00Z,MA,281.16206365,536,Market,Filled,150702.8661164,Warning: No quote information available at 09/04/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-04T15:00:00Z,CME,206.157253808,-782,Market,Filled,-161214.97247786,take-profit - Warning: No quote information available at 09/04/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-04T16:00:00Z,MSFT,134.53975062,1123,Market,Filled,151088.13994626,Warning: No quote information available at 09/04/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-09-04T16:00:00Z,JPM,103.068408933,1466,Market,Filled,151098.28749578,Warning: No quote information available at 09/04/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-09-04T16:00:00Z,MDY,332.552240035,454,Market,Filled,150978.71697589,Warning: No quote information available at 09/04/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-09-04T16:00:00Z,PYPL,108.95,1387,Market,Filled,151113.65,Warning: No quote information available at 09/04/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-09-04T16:00:00Z,NVDA,41.77126556025,3618,Market,Filled,151128.43879698,Warning: No quote information available at 09/04/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-09-04T17:00:00Z,TWTR,43.19,3513,Market,Filled,151726.47,Warning: No quote information available at 09/04/2019 13:00:00 America/New_York, order filled using TradeBar data 
2019-09-04T18:00:00Z,IAU,29.76,-5386,Market,Filled,-160287.36,take-profit - Warning: No quote information available at 09/04/2019 14:00:00 America/New_York, order filled using TradeBar data 
2019-09-05T14:00:00Z,JPM,105.755271111,-1466,Market,Filled,-155037.22744873,take-profit - Warning: No quote information available at 09/05/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-05T14:00:00Z,MDB,144.34,-962,Market,Filled,-138855.08,stop-loss - Warning: No quote information available at 09/05/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-05T14:00:00Z,NVDA,44.141319468,-3618,Market,Filled,-159703.29383522,take-profit - Warning: No quote information available at 09/05/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-05T14:00:00Z,MA,289.26879592,-536,Market,Filled,-155048.07461312,take-profit - Warning: No quote information available at 09/05/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-05T14:00:00Z,SQ,62.15,2459,Market,Filled,152826.85,Warning: No quote information available at 09/05/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-05T15:00:00Z,MSFT,137.04791958,-1123,Market,Filled,-153904.81368834,take-profit - Warning: No quote information available at 09/05/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-05T15:00:00Z,FB,190.79,-816,Market,Filled,-155684.64,take-profit - Warning: No quote information available at 09/05/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-05T15:00:00Z,MDY,339.24270908,-454,Market,Filled,-154016.18992232,take-profit - Warning: No quote information available at 09/05/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-05T19:00:00Z,TWTR,45.04,-3513,Market,Filled,-158225.52,take-profit - Warning: No quote information available at 09/05/2019 15:00:00 America/New_York, order filled using TradeBar data 
2019-09-06T14:00:00Z,ZM,90.12,-1653,Market,Filled,-148968.36,take-profit - Warning: No quote information available at 09/06/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-06T14:00:00Z,EEM,40.250931562,-3819,Market,Filled,-153718.30763528,take-profit - Warning: No quote information available at 09/06/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-06T16:00:00Z,SE,32.04,4784,Market,Filled,153279.36,Warning: No quote information available at 09/06/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-09-06T17:00:00Z,AMD,30.6,-4803,Market,Filled,-146971.8,stop-loss - Warning: No quote information available at 09/06/2019 13:00:00 America/New_York, order filled using TradeBar data 
2019-09-09T14:00:00Z,CRM,148.79,-971,Market,Filled,-144475.09,stop-loss - Warning: No quote information available at 09/09/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-09T15:00:00Z,SE,30.86,-4784,Market,Filled,-147634.24,stop-loss - Warning: No quote information available at 09/09/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-09T15:00:00Z,PYPL,107.27,-1387,Market,Filled,-148783.49,stop-loss - Warning: No quote information available at 09/09/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-09T16:00:00Z,AMZN,1847.24,-83,Market,Filled,-153320.92,take-profit - Warning: No quote information available at 09/09/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-09-09T17:00:00Z,JPM,108.235451583,1397,Market,Filled,151204.92586145,Warning: No quote information available at 09/09/2019 13:00:00 America/New_York, order filled using TradeBar data 
2019-09-09T17:00:00Z,SQ,60.18,-2459,Market,Filled,-147982.62,stop-loss - Warning: No quote information available at 09/09/2019 13:00:00 America/New_York, order filled using TradeBar data 
2019-09-09T19:00:00Z,UNH,223.090955255,678,Market,Filled,151255.66766289,Warning: No quote information available at 09/09/2019 15:00:00 America/New_York, order filled using TradeBar data 
2019-09-09T20:00:00Z,FB,187.44,802,Market On Open,Filled,150326.88, 
2019-09-09T20:00:00Z,EBAY,39.968287345,3756,Market On Open,Filled,150120.88726782, 
2019-09-10T14:00:00Z,TLSA,1.72002,87895,Market,Filled,151181.1579,Warning: No quote information available at 09/10/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-10T14:00:00Z,EBAY,39.578827785,-3756,Market,Filled,-148658.07716046,stop-loss - Warning: No quote information available at 09/10/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-10T15:00:00Z,TLSA,1.522,-87895,Market,Filled,-133776.19,stop-loss - Warning: No quote information available at 09/10/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-10T15:00:00Z,ATVI,54.901350423,2722,Market,Filled,149441.47585141,Warning: No quote information available at 09/10/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-10T18:00:00Z,PFE,32.664958993412,-4737,Market,Filled,-154733.91075179,take-profit - Warning: No quote information available at 09/10/2019 14:00:00 America/New_York, order filled using TradeBar data 
2019-09-10T18:00:00Z,MDY,342.36945949,437,Market,Filled,149615.45379713,Warning: No quote information available at 09/10/2019 14:00:00 America/New_York, order filled using TradeBar data 
2019-09-10T19:00:00Z,FB,184.95,-802,Market,Filled,-148329.9,stop-loss - Warning: No quote information available at 09/10/2019 15:00:00 America/New_York, order filled using TradeBar data 
2019-09-11T14:00:00Z,GOOGL,1211.89,123,Market,Filled,149062.47,Warning: No quote information available at 09/11/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-11T14:00:00Z,EEM,40.533360068,3695,Market,Filled,149770.76545126,Warning: No quote information available at 09/11/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-11T14:00:00Z,NVDA,46.13754783825,3246,Market,Filled,149762.48028296,Warning: No quote information available at 09/11/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-11T15:00:00Z,FB,187.93,798,Market,Filled,149968.14,Warning: No quote information available at 09/11/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-11T16:00:00Z,AMZN,1829.8,82,Market,Filled,150043.6,Warning: No quote information available at 09/11/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-09-12T14:00:00Z,MDY,347.36060766,-437,Market,Filled,-151796.58554742,take-profit - Warning: No quote information available at 09/12/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-12T14:00:00Z,UNH,225.32022422,-678,Market,Filled,-152767.11202116,take-profit - Warning: No quote information available at 09/12/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-12T15:00:00Z,EEM,40.9034388,-3695,Market,Filled,-151138.206366,take-profit - Warning: No quote information available at 09/12/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-12T16:00:00Z,UNH,225.445680915,669,Market,Filled,150823.16053213,Warning: No quote information available at 09/12/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-09-12T17:00:00Z,JPM,110.894129892,-1397,Market,Filled,-154919.09945912,take-profit - Warning: No quote information available at 09/12/2019 13:00:00 America/New_York, order filled using TradeBar data 
2019-09-12T18:00:00Z,JPM,111.175968582,1355,Market,Filled,150643.43742861,Warning: No quote information available at 09/12/2019 14:00:00 America/New_York, order filled using TradeBar data 
2019-09-13T14:00:00Z,NVDA,45.06093029025,-3246,Market,Filled,-146267.77972215,stop-loss - Warning: No quote information available at 09/13/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-16T15:00:00Z,AMZN,1803.87,-82,Market,Filled,-147917.34,stop-loss - Warning: No quote information available at 09/16/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-17T14:00:00Z,TLSA,1.496,100105,Market,Filled,149757.08,Warning: No quote information available at 09/17/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-17T15:00:00Z,PYPL,107.32,1381,Market,Filled,148208.92,Warning: No quote information available at 09/17/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-17T18:00:00Z,NFLX,297.32,499,Market,Filled,148362.68,Warning: No quote information available at 09/17/2019 14:00:00 America/New_York, order filled using TradeBar data 
2019-09-17T20:00:00Z,EEM,40.75735509,3649,Market On Open,Filled,148723.58872341, 
2019-09-18T14:00:00Z,TLSA,1.308,-100105,Market,Filled,-130937.34,stop-loss - Warning: No quote information available at 09/18/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-18T16:00:00Z,NFLX,289.49,-499,Market,Filled,-144455.51,stop-loss - Warning: No quote information available at 09/18/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-09-18T16:00:00Z,PYPL,105.39,-1381,Market,Filled,-145543.59,stop-loss - Warning: No quote information available at 09/18/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-09-18T17:00:00Z,IAU,28.86,5091,Market,Filled,146926.26,Warning: No quote information available at 09/18/2019 13:00:00 America/New_York, order filled using TradeBar data 
2019-09-18T19:00:00Z,IAU,28.5,-5091,Market,Filled,-145093.5,stop-loss - Warning: No quote information available at 09/18/2019 15:00:00 America/New_York, order filled using TradeBar data 
2019-09-18T19:00:00Z,EEM,40.455448756,-3649,Market,Filled,-147621.93251064,stop-loss - Warning: No quote information available at 09/18/2019 15:00:00 America/New_York, order filled using TradeBar data 
2019-09-19T14:00:00Z,SE,31.41,4692,Market,Filled,147375.72,Warning: No quote information available at 09/19/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-19T15:00:00Z,EBAY,39.656719697,3727,Market,Filled,147800.59431072,Warning: No quote information available at 09/19/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-19T15:00:00Z,MA,275.05479404,537,Market,Filled,147704.42439948,Warning: No quote information available at 09/19/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-19T15:00:00Z,TWTR,43.35,3410,Market,Filled,147823.5,Warning: No quote information available at 09/19/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-19T16:00:00Z,AMD,30.68,4804,Market,Filled,147386.72,Warning: No quote information available at 09/19/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-09-19T16:00:00Z,PYPL,106.41,1385,Market,Filled,147377.85,Warning: No quote information available at 09/19/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-09-20T14:00:00Z,EEM,40.75735509,3622,Market,Filled,147623.14013598,Warning: No quote information available at 09/20/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-20T15:00:00Z,IAU,28.78,5121,Market,Filled,147382.38,Warning: No quote information available at 09/20/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-20T16:00:00Z,AMD,29.99,-4804,Market,Filled,-144071.96,stop-loss - Warning: No quote information available at 09/20/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-09-20T16:00:00Z,PYPL,104.27,-1385,Market,Filled,-144413.95,stop-loss - Warning: No quote information available at 09/20/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-09-20T18:00:00Z,MA,269.90766244,-537,Market,Filled,-144940.41473028,stop-loss - Warning: No quote information available at 09/20/2019 14:00:00 America/New_York, order filled using TradeBar data 
2019-09-23T15:00:00Z,IAU,29.2,-5121,Market,Filled,-149533.2,take-profit - Warning: No quote information available at 09/23/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-23T15:00:00Z,ATVI,53.131614834,-2722,Market,Filled,-144624.25557815,stop-loss - Warning: No quote information available at 09/23/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-23T15:00:00Z,EBAY,39.101739824,-3727,Market,Filled,-145732.18432405,stop-loss - Warning: No quote information available at 09/23/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-23T18:00:00Z,UNH,221.50566828,-669,Market,Filled,-148187.29207932,stop-loss - Warning: No quote information available at 09/23/2019 14:00:00 America/New_York, order filled using TradeBar data 
2019-09-24T14:00:00Z,MSFT,137.61617661,1060,Market,Filled,145873.1472066,Warning: No quote information available at 09/24/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-24T15:00:00Z,EEM,40.289887218,-3622,Market,Filled,-145929.9715036,stop-loss - Warning: No quote information available at 09/24/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-24T15:00:00Z,EBAY,39.384098005,3695,Market,Filled,145524.24212847,Warning: No quote information available at 09/24/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-24T16:00:00Z,MSFT,135.91140552,-1060,Market,Filled,-144066.0898512,stop-loss - Warning: No quote information available at 09/24/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-09-24T16:00:00Z,FB,184.89,-798,Market,Filled,-147542.22,stop-loss - Warning: No quote information available at 09/24/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-09-24T16:00:00Z,EBAY,38.819381643,-3695,Market,Filled,-143437.61517088,stop-loss - Warning: No quote information available at 09/24/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-09-24T16:00:00Z,TWTR,41.73,-3410,Market,Filled,-142299.3,stop-loss - Warning: No quote information available at 09/24/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-09-26T14:00:00Z,CME,202.6007127,712,Market,Filled,144251.7074424,Warning: No quote information available at 09/26/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-26T15:00:00Z,SE,32.71,-4692,Market,Filled,-153475.32,take-profit - Warning: No quote information available at 09/26/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-27T16:00:00Z,TLSA,1.264,114296,Market,Filled,144470.144,Warning: No quote information available at 09/27/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-09-30T15:00:00Z,CME,199.2329709,-712,Market,Filled,-141853.8752808,stop-loss - Warning: No quote information available at 09/30/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-09-30T17:00:00Z,NFLX,266.02,541,Market,Filled,143916.82,Warning: No quote information available at 09/30/2019 13:00:00 America/New_York, order filled using TradeBar data 
2019-09-30T19:00:00Z,MSFT,136.02897594,1056,Market,Filled,143646.59859264,Warning: No quote information available at 09/30/2019 15:00:00 America/New_York, order filled using TradeBar data 
2019-10-01T14:00:00Z,SQ,62.87,2307,Market,Filled,145041.09,Warning: No quote information available at 10/01/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-10-01T17:00:00Z,JPM,109.607066541,-1355,Market,Filled,-148517.57516306,stop-loss - Warning: No quote information available at 10/01/2019 13:00:00 America/New_York, order filled using TradeBar data 
2019-10-01T18:00:00Z,MSFT,134.588738295,-1056,Market,Filled,-142125.70763952,stop-loss - Warning: No quote information available at 10/01/2019 14:00:00 America/New_York, order filled using TradeBar data 
2019-10-01T18:00:00Z,SQ,61.45,-2307,Market,Filled,-141765.15,stop-loss - Warning: No quote information available at 10/01/2019 14:00:00 America/New_York, order filled using TradeBar data 
2019-10-02T14:00:00Z,GOOGL,1185.64,-123,Market,Filled,-145833.72,stop-loss - Warning: No quote information available at 10/02/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-10-03T15:00:00Z,TLSA,1.04,-114296,Market,Filled,-118867.84,stop-loss - Warning: No quote information available at 10/03/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-10-03T15:00:00Z,NFLX,260.21,-541,Market,Filled,-140773.61,stop-loss - Warning: No quote information available at 10/03/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-10-03T15:00:00Z,NVDA,43.67029929075,3208,Market,Filled,140094.32012473,Warning: No quote information available at 10/03/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-10-03T20:00:00Z,NFLX,268.2,524,Market On Open,Filled,140536.8, 
2019-10-07T14:00:00Z,NVDA,46.822894657,-3208,Market,Filled,-150207.84605966,take-profit - Warning: No quote information available at 10/07/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-10-07T18:00:00Z,MDB,136.64,1035,Market,Filled,141422.4,Warning: No quote information available at 10/07/2019 14:00:00 America/New_York, order filled using TradeBar data 
