Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2016-11-01T14:00:00Z,IAU,24.82,4577,Market,Filled,113601.14,Warning: No quote information available at 11/01/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-01T17:00:00Z,AMD,7.17,-15236,Market,Filled,-109242.12,stop-loss - Warning: No quote information available at 11/01/2016 13:00:00 America/New_York, order filled using TradeBar data 
2016-11-02T14:00:00Z,SQ,11.61,-10010,Market,Filled,-116216.1,take-profit - Warning: No quote information available at 11/02/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-02T15:00:00Z,IAU,25.12,-4577,Market,Filled,-114974.24,take-profit - Warning: No quote information available at 11/02/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-11-03T20:00:00Z,UNH,128.417535577,-858,Market On Open,Filled,-110182.24552507,stop-loss 
2016-11-07T15:00:00Z,JPM,60.85239693,1875,Market,Filled,114098.24424375,Warning: No quote information available at 11/07/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-07T15:00:00Z,EEM,33.809919045,3376,Market,Filled,114142.28669592,Warning: No quote information available at 11/07/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-08T15:00:00Z,CME,88.617938034,1283,Market,Filled,113696.81449762,Warning: No quote information available at 11/08/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-09T15:00:00Z,JPM,64.09996463,-1875,Market,Filled,-120187.43368125,take-profit - Warning: No quote information available at 11/09/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-09T15:00:00Z,TWTR,18.95,-6419,Market,Filled,-121640.05,take-profit - Warning: No quote information available at 11/09/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-09T15:00:00Z,CME,93.412408625,-1283,Market,Filled,-119848.12026587,take-profit - Warning: No quote information available at 11/09/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-09T16:00:00Z,EEM,33.26888698,-3376,Market,Filled,-112315.76244448,stop-loss - Warning: No quote information available at 11/09/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-11-09T16:00:00Z,TWTR,19.11,6013,Market,Filled,114908.43,Warning: No quote information available at 11/09/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-11-09T18:00:00Z,MDY,262.115214,439,Market,Filled,115068.578946,Warning: No quote information available at 11/09/2016 13:00:00 America/New_York, order filled using TradeBar data 
2016-11-10T16:00:00Z,MSFT,53.598510177,-2019,Market,Filled,-108215.39204736,stop-loss - Warning: No quote information available at 11/10/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-11-10T16:00:00Z,TWTR,18.26,-6013,Market,Filled,-109797.38,stop-loss - Warning: No quote information available at 11/10/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-11-10T17:00:00Z,UNH,133.810349323,846,Market,Filled,113203.55552726,Warning: No quote information available at 11/10/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-11-11T15:00:00Z,NVDA,20.387884797,5560,Market,Filled,113356.63947132,Warning: No quote information available at 11/11/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-11T17:00:00Z,EBAY,27.29884437,4172,Market,Filled,113890.77871164,Warning: No quote information available at 11/11/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-11-11T20:00:00Z,TWTR,18.51,6162,Market,Filled,114058.62,Warning: No quote information available at 11/11/2016 15:00:00 America/New_York, order filled using TradeBar data 
2016-11-14T15:00:00Z,NFLX,111.82,-944,Market,Filled,-105558.08,stop-loss - Warning: No quote information available at 11/14/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-14T15:00:00Z,MDY,268.9212099,-439,Market,Filled,-118056.4111461,take-profit - Warning: No quote information available at 11/14/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-14T16:00:00Z,MDY,269.614934,422,Market,Filled,113777.502148,Warning: No quote information available at 11/14/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-11-14T17:00:00Z,UNH,140.759851573,-846,Market,Filled,-119082.83443076,take-profit - Warning: No quote information available at 11/14/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-11-14T18:00:00Z,JPM,69.10297433,1651,Market,Filled,114089.01061883,Warning: No quote information available at 11/14/2016 13:00:00 America/New_York, order filled using TradeBar data 
2016-11-15T16:00:00Z,TWTR,19.38,-6162,Market,Filled,-119419.56,take-profit - Warning: No quote information available at 11/15/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-11-15T20:00:00Z,CME,96.871816477,1187,Market,Filled,114986.8461582,Warning: No quote information available at 11/15/2016 15:00:00 America/New_York, order filled using TradeBar data 
2016-11-16T15:00:00Z,AMD,7.24,15896,Market,Filled,115087.04,Warning: No quote information available at 11/16/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-16T19:00:00Z,AMD,7.73,-15896,Market,Filled,-122876.08,take-profit - Warning: No quote information available at 11/16/2016 14:00:00 America/New_York, order filled using TradeBar data 
2016-11-17T19:00:00Z,TWTR,18.86,6207,Market,Filled,117064.02,Warning: No quote information available at 11/17/2016 14:00:00 America/New_York, order filled using TradeBar data 
2016-11-18T15:00:00Z,CRM,78.14,-1613,Market,Filled,-126039.82,take-profit - Warning: No quote information available at 11/18/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-21T15:00:00Z,FB,119.95,978,Market,Filled,117311.1,Warning: No quote information available at 11/21/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-21T15:00:00Z,AMZN,774.66,151,Market,Filled,116973.66,Warning: No quote information available at 11/21/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-21T15:00:00Z,NFLX,118.26,992,Market,Filled,117313.92,Warning: No quote information available at 11/21/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-21T15:00:00Z,MDY,275.7084565,-422,Market,Filled,-116348.968643,take-profit - Warning: No quote information available at 11/21/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-21T15:00:00Z,CME,95.268061866,-1187,Market,Filled,-113083.18943494,stop-loss - Warning: No quote information available at 11/21/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-21T16:00:00Z,EEM,32.067612395,3654,Market,Filled,117175.05569133,Warning: No quote information available at 11/21/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-11-21T18:00:00Z,MDY,275.61471,425,Market,Filled,117136.25175,Warning: No quote information available at 11/21/2016 13:00:00 America/New_York, order filled using TradeBar data 
2016-11-21T19:00:00Z,GOOGL,785.25,149,Market,Filled,117002.25,Warning: No quote information available at 11/21/2016 14:00:00 America/New_York, order filled using TradeBar data 
2016-11-21T19:00:00Z,MA,102.8652957,1142,Market,Filled,117472.1676894,Warning: No quote information available at 11/21/2016 14:00:00 America/New_York, order filled using TradeBar data 
2016-11-22T16:00:00Z,SQ,12.39,9510,Market,Filled,117828.9,Warning: No quote information available at 11/22/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-11-22T17:00:00Z,MSFT,56.978588781,2063,Market,Filled,117546.8286552,Warning: No quote information available at 11/22/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-11-23T15:00:00Z,MSFT,56.466275166,-2063,Market,Filled,-116489.92566746,stop-loss - Warning: No quote information available at 11/23/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-23T15:00:00Z,GOOGL,775.42,-149,Market,Filled,-115537.58,stop-loss - Warning: No quote information available at 11/23/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-23T15:00:00Z,TWTR,18.19,-6207,Market,Filled,-112905.33,stop-loss - Warning: No quote information available at 11/23/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-23T17:00:00Z,MA,101.979867975,-1142,Market,Filled,-116461.00922745,stop-loss - Warning: No quote information available at 11/23/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-11-23T18:00:00Z,MDY,278.614598,-425,Market,Filled,-118411.20415,take-profit - Warning: No quote information available at 11/23/2016 13:00:00 America/New_York, order filled using TradeBar data 
2016-11-23T21:00:00Z,MDY,279.89892505,419,Market On Open,Filled,117277.64959595, 
2016-11-25T15:00:00Z,PYPL,40.16,2923,Market,Filled,117387.68,Warning: No quote information available at 11/25/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-25T18:00:00Z,MA,102.57339645,1142,Market On Open,Filled,117138.8187459, 
2016-11-28T16:00:00Z,MA,101.44471935,-1142,Market,Filled,-115849.8694977,stop-loss - Warning: No quote information available at 11/28/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-11-29T15:00:00Z,MDY,277.83650205,-419,Market,Filled,-116413.49435895,stop-loss - Warning: No quote information available at 11/29/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-29T15:00:00Z,UNH,145.689365169,801,Market,Filled,116697.18150037,Warning: No quote information available at 11/29/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-29T18:00:00Z,PFE,25.268819878672,4628,Market,Filled,116944.09839849,Warning: No quote information available at 11/29/2016 13:00:00 America/New_York, order filled using TradeBar data 
2016-11-29T21:00:00Z,AMZN,762,-151,Market On Open,Filled,-115062,stop-loss 
2016-11-30T15:00:00Z,MDY,278.9708347,419,Market,Filled,116888.7797393,Warning: No quote information available at 11/30/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-30T15:00:00Z,EEM,32.60864446,-3654,Market,Filled,-119151.98685684,take-profit - Warning: No quote information available at 11/30/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-11-30T16:00:00Z,PYPL,39.57,-2923,Market,Filled,-115663.11,stop-loss - Warning: No quote information available at 11/30/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-11-30T16:00:00Z,SQ,12.87,-9510,Market,Filled,-122393.7,take-profit - Warning: No quote information available at 11/30/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-11-30T17:00:00Z,SQ,12.83,9106,Market,Filled,116829.98,Warning: No quote information available at 11/30/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-12-01T15:00:00Z,FB,115.63,-978,Market,Filled,-113086.14,stop-loss - Warning: No quote information available at 12/01/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-01T15:00:00Z,EBAY,26.615169608,-4172,Market,Filled,-111038.48760458,stop-loss - Warning: No quote information available at 12/01/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-01T16:00:00Z,NFLX,114.68,-992,Market,Filled,-113762.56,stop-loss - Warning: No quote information available at 12/01/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-12-01T19:00:00Z,PFE,24.967623154898,-4628,Market,Filled,-115550.15996087,stop-loss - Warning: No quote information available at 12/01/2016 14:00:00 America/New_York, order filled using TradeBar data 
2016-12-01T19:00:00Z,MDY,276.74904265,-419,Market,Filled,-115957.84887035,stop-loss - Warning: No quote information available at 12/01/2016 14:00:00 America/New_York, order filled using TradeBar data 
2016-12-02T15:00:00Z,UNH,150.227976712,-801,Market,Filled,-120332.60934631,take-profit - Warning: No quote information available at 12/02/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-02T17:00:00Z,MDY,277.9958711,416,Market,Filled,115646.2823776,Warning: No quote information available at 12/02/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-12-05T15:00:00Z,JPM,72.92106068,-1651,Market,Filled,-120392.67118268,take-profit - Warning: No quote information available at 12/05/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-05T17:00:00Z,JPM,72.78940253,1601,Market,Filled,116535.83345053,Warning: No quote information available at 12/05/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-12-05T17:00:00Z,CME,98.131309627,1188,Market,Filled,116579.99583688,Warning: No quote information available at 12/05/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-12-06T16:00:00Z,NFLX,122.35,954,Market,Filled,116721.9,Warning: No quote information available at 12/06/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-12-06T18:00:00Z,MDY,281.6894832,-416,Market,Filled,-117182.8250112,take-profit - Warning: No quote information available at 12/06/2016 13:00:00 America/New_York, order filled using TradeBar data 
2016-12-06T19:00:00Z,UNH,147.074193946,796,Market,Filled,117071.05838102,Warning: No quote information available at 12/06/2016 14:00:00 America/New_York, order filled using TradeBar data 
2016-12-07T15:00:00Z,SQ,13.51,-9106,Market,Filled,-123022.06,take-profit - Warning: No quote information available at 12/07/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-07T15:00:00Z,CME,99.78433224,-1188,Market,Filled,-118543.78670112,take-profit - Warning: No quote information available at 12/07/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-07T16:00:00Z,TWTR,18.8,6255,Market,Filled,117594,Warning: No quote information available at 12/07/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-12-07T18:00:00Z,EBAY,27.558833364,4285,Market,Filled,118089.60096474,Warning: No quote information available at 12/07/2016 13:00:00 America/New_York, order filled using TradeBar data 
2016-12-07T19:00:00Z,MSFT,56.652571026,2084,Market,Filled,118063.95801818,Warning: No quote information available at 12/07/2016 14:00:00 America/New_York, order filled using TradeBar data 
2016-12-07T19:00:00Z,ATVI,36.087452441,3272,Market,Filled,118078.14438695,Warning: No quote information available at 12/07/2016 14:00:00 America/New_York, order filled using TradeBar data 
2016-12-07T19:00:00Z,PYPL,39.25,3008,Market,Filled,118064,Warning: No quote information available at 12/07/2016 14:00:00 America/New_York, order filled using TradeBar data 
2016-12-07T19:00:00Z,MA,102.0479778,1157,Market,Filled,118069.5103146,Warning: No quote information available at 12/07/2016 14:00:00 America/New_York, order filled using TradeBar data 
2016-12-07T21:00:00Z,GOOGL,792.95,150,Market On Open,Filled,118942.5, 
2016-12-07T21:00:00Z,CRM,71.19,1656,Market On Open,Filled,117890.64, 
2016-12-08T15:00:00Z,FB,118.91,1001,Market,Filled,119028.91,Warning: No quote information available at 12/08/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-08T15:00:00Z,JPM,74.31663707,-1601,Market,Filled,-118980.93594907,take-profit - Warning: No quote information available at 12/08/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-08T15:00:00Z,NVDA,23.419227455,-5560,Market,Filled,-130210.9046498,take-profit - Warning: No quote information available at 12/08/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-08T15:00:00Z,EBAY,28.425463344,-4285,Market,Filled,-121803.11042904,take-profit - Warning: No quote information available at 12/08/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-08T16:00:00Z,AMD,10.51,11363,Market,Filled,119425.13,Warning: No quote information available at 12/08/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-12-08T21:00:00Z,TWTR,19.56,-6255,Market On Open,Filled,-122347.8,take-profit 
2016-12-09T17:00:00Z,ATVI,35.563743107,-3272,Market,Filled,-116364.5674461,stop-loss - Warning: No quote information available at 12/09/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-12-09T19:00:00Z,CRM,70.69,-1656,Market,Filled,-117062.64,stop-loss - Warning: No quote information available at 12/09/2016 14:00:00 America/New_York, order filled using TradeBar data 
2016-12-09T21:00:00Z,GOOGL,804.82,-150,Market On Open,Filled,-120723,take-profit 
2016-12-12T15:00:00Z,MSFT,57.798290565,-2084,Market,Filled,-120451.63753746,take-profit - Warning: No quote information available at 12/12/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-12T18:00:00Z,ATVI,35.922580984,3309,Market,Filled,118867.82047606,Warning: No quote information available at 12/12/2016 13:00:00 America/New_York, order filled using TradeBar data 
2016-12-12T18:00:00Z,MA,100.5301017,-1157,Market,Filled,-116313.3276669,stop-loss - Warning: No quote information available at 12/12/2016 13:00:00 America/New_York, order filled using TradeBar data 
2016-12-13T15:00:00Z,AMZN,776.22,153,Market,Filled,118761.66,Warning: No quote information available at 12/13/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-13T15:00:00Z,UNH,150.311705458,-796,Market,Filled,-119648.11754457,take-profit - Warning: No quote information available at 12/13/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-13T16:00:00Z,MSFT,58.757714244,2037,Market,Filled,119689.46391503,Warning: No quote information available at 12/13/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-12-13T16:00:00Z,EEM,33.23220684,3601,Market,Filled,119669.17683084,Warning: No quote information available at 12/13/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-12-13T16:00:00Z,MA,101.580939,1178,Market,Filled,119662.346142,Warning: No quote information available at 12/13/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-12-13T17:00:00Z,GOOGL,823.61,145,Market,Filled,119423.45,Warning: No quote information available at 12/13/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-12-13T17:00:00Z,SQ,13.93,8603,Market,Filled,119839.79,Warning: No quote information available at 12/13/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-12-13T18:00:00Z,TWTR,19.45,6153,Market,Filled,119675.85,Warning: No quote information available at 12/13/2016 13:00:00 America/New_York, order filled using TradeBar data 
2016-12-13T19:00:00Z,MDY,288.1392424,416,Market,Filled,119865.9248384,Warning: No quote information available at 12/13/2016 14:00:00 America/New_York, order filled using TradeBar data 
2016-12-13T20:00:00Z,MA,100.423071975,-1178,Market,Filled,-118298.37878655,stop-loss - Warning: No quote information available at 12/13/2016 15:00:00 America/New_York, order filled using TradeBar data 
2016-12-14T15:00:00Z,ATVI,35.10792202,-3309,Market,Filled,-116172.11396418,stop-loss - Warning: No quote information available at 12/14/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-14T20:00:00Z,MDY,285.18622765,-416,Market,Filled,-118637.4707024,stop-loss - Warning: No quote information available at 12/14/2016 15:00:00 America/New_York, order filled using TradeBar data 
2016-12-14T20:00:00Z,EEM,32.489434005,-3601,Market,Filled,-116994.45185201,stop-loss - Warning: No quote information available at 12/14/2016 15:00:00 America/New_York, order filled using TradeBar data 
2016-12-14T21:00:00Z,TWTR,18.94,-6153,Market On Open,Filled,-116537.82,stop-loss 
2016-12-15T15:00:00Z,AMZN,764.05,-153,Market,Filled,-116899.65,stop-loss - Warning: No quote information available at 12/15/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-15T16:00:00Z,PYPL,40.02,-3008,Market,Filled,-120380.16,take-profit - Warning: No quote information available at 12/15/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-12-15T17:00:00Z,EBAY,28.79137378,4127,Market,Filled,118821.99959006,Warning: No quote information available at 12/15/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-12-15T18:00:00Z,ATVI,36.252323898,3278,Market,Filled,118835.11773764,Warning: No quote information available at 12/15/2016 13:00:00 America/New_York, order filled using TradeBar data 
2016-12-15T19:00:00Z,GOOGL,812.3,-145,Market,Filled,-117783.5,stop-loss - Warning: No quote information available at 12/15/2016 14:00:00 America/New_York, order filled using TradeBar data 
2016-12-15T19:00:00Z,UNH,149.59535952,790,Market,Filled,118180.3340208,Warning: No quote information available at 12/15/2016 14:00:00 America/New_York, order filled using TradeBar data 
2016-12-15T21:00:00Z,FB,121.04,-1001,Market On Open,Filled,-121161.04,take-profit 
2016-12-16T16:00:00Z,MSFT,58.03116039,-2037,Market,Filled,-118209.47371443,stop-loss - Warning: No quote information available at 12/16/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-12-16T19:00:00Z,ATVI,35.466759897,-3278,Market,Filled,-116260.03894237,stop-loss - Warning: No quote information available at 12/16/2016 14:00:00 America/New_York, order filled using TradeBar data 
2016-12-16T21:00:00Z,PFE,25.966328081094,4543,Market On Open,Filled,117965.02847241, 
2016-12-19T15:00:00Z,MSFT,58.692510693,2014,Market,Filled,118206.7165357,Warning: No quote information available at 12/19/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-19T15:00:00Z,SQ,14.44,-8603,Market,Filled,-124227.32,take-profit - Warning: No quote information available at 12/19/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-19T17:00:00Z,EBAY,28.319541902,-4127,Market,Filled,-116874.74942955,stop-loss - Warning: No quote information available at 12/19/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-12-19T18:00:00Z,NVDA,25.1195275305,4719,Market,Filled,118539.05041643,Warning: No quote information available at 12/19/2016 13:00:00 America/New_York, order filled using TradeBar data 
2016-12-20T15:00:00Z,JPM,75.6595502,1580,Market,Filled,119542.089316,Warning: No quote information available at 12/20/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-20T15:00:00Z,CME,103.56506472,1154,Market,Filled,119514.08468688,Warning: No quote information available at 12/20/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-21T15:00:00Z,AMD,11.32,-11363,Market,Filled,-128629.16,take-profit - Warning: No quote information available at 12/21/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-21T16:00:00Z,NFLX,127.14,-954,Market,Filled,-121291.56,take-profit - Warning: No quote information available at 12/21/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-12-21T17:00:00Z,PFE,25.696836275613,-4543,Market,Filled,-116740.72720011,stop-loss - Warning: No quote information available at 12/21/2016 12:00:00 America/New_York, order filled using TradeBar data 
2016-12-21T19:00:00Z,CME,102.510172845,-1154,Market,Filled,-118296.73946313,stop-loss - Warning: No quote information available at 12/21/2016 14:00:00 America/New_York, order filled using TradeBar data 
2016-12-22T15:00:00Z,NVDA,26.6692930565,-4719,Market,Filled,-125852.39393362,take-profit - Warning: No quote information available at 12/22/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-23T15:00:00Z,MA,102.135547575,1171,Market,Filled,119600.72621032,Warning: No quote information available at 12/23/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-23T21:00:00Z,NVDA,27.668743754,4421,Market On Open,Filled,122323.51613643, 
2016-12-27T15:00:00Z,NFLX,127.27,944,Market,Filled,120142.88,Warning: No quote information available at 12/27/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-27T15:00:00Z,AMD,11.7,10270,Market,Filled,120159,Warning: No quote information available at 12/27/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-27T15:00:00Z,NVDA,28.112944064,-4421,Market,Filled,-124287.32570694,take-profit - Warning: No quote information available at 12/27/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-27T15:00:00Z,EBAY,29.070621218,4133,Market,Filled,120148.87749399,Warning: No quote information available at 12/27/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-28T15:00:00Z,AMD,11.79,-10270,Market,Filled,-121083.3,take-profit - Warning: No quote information available at 12/28/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-28T15:00:00Z,MA,101.123630175,-1171,Market,Filled,-118415.77093493,stop-loss - Warning: No quote information available at 12/28/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-28T19:00:00Z,IAU,21.98,5439,Market,Filled,119549.22,Warning: No quote information available at 12/28/2016 14:00:00 America/New_York, order filled using TradeBar data 
2016-12-29T15:00:00Z,NFLX,125.75,-944,Market,Filled,-118708,stop-loss - Warning: No quote information available at 12/29/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-29T15:00:00Z,EEM,32.52149823,3673,Market,Filled,119451.46299879,Warning: No quote information available at 12/29/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-29T16:00:00Z,IAU,22.14,-5439,Market,Filled,-120419.46,take-profit - Warning: No quote information available at 12/29/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-12-29T16:00:00Z,PYPL,40.14,2975,Market,Filled,119416.5,Warning: No quote information available at 12/29/2016 11:00:00 America/New_York, order filled using TradeBar data 
2016-12-29T21:00:00Z,AMD,11.7,10306,Market On Open,Filled,120580.2, 
2016-12-29T21:00:00Z,NVDA,27.4540469375,4344,Market On Open,Filled,119260.3798965, 
2016-12-30T15:00:00Z,MSFT,58.03116039,-2014,Market,Filled,-116874.75702546,stop-loss - Warning: No quote information available at 12/30/2016 10:00:00 America/New_York, order filled using TradeBar data 
2016-12-30T18:00:00Z,EBAY,28.64693545,-4133,Market,Filled,-118397.78421485,stop-loss - Warning: No quote information available at 12/30/2016 13:00:00 America/New_York, order filled using TradeBar data 
2016-12-30T19:00:00Z,PYPL,39.56,-2975,Market,Filled,-117691,stop-loss - Warning: No quote information available at 12/30/2016 14:00:00 America/New_York, order filled using TradeBar data 
2017-01-03T15:00:00Z,ATVI,35.447363255,3335,Market,Filled,118216.95645542,Warning: No quote information available at 01/03/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-01-03T15:00:00Z,EEM,33.00384789,-3673,Market,Filled,-121223.13329997,take-profit - Warning: No quote information available at 01/03/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-01-03T15:00:00Z,PYPL,40.52,2918,Market,Filled,118237.36,Warning: No quote information available at 01/03/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-01-03T15:00:00Z,NVDA,25.8302480265,-4344,Market,Filled,-112206.59742712,stop-loss - Warning: No quote information available at 01/03/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-01-03T21:00:00Z,EEM,33.05950362,3602,Market On Open,Filled,119080.33203924, 
2017-01-04T15:00:00Z,IAU,22.44,5272,Market,Filled,118303.68,Warning: No quote information available at 01/04/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-01-05T15:00:00Z,ATVI,37.037887899,-3335,Market,Filled,-123521.35614317,take-profit - Warning: No quote information available at 01/05/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-01-05T15:00:00Z,EEM,33.41198991,-3602,Market,Filled,-120349.98765582,take-profit - Warning: No quote information available at 01/05/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-01-05T16:00:00Z,IAU,22.76,-5272,Market,Filled,-119990.72,take-profit - Warning: No quote information available at 01/05/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-01-05T19:00:00Z,PFE,26.624205135652,4476,Market,Filled,119169.94218718,Warning: No quote information available at 01/05/2017 14:00:00 America/New_York, order filled using TradeBar data 
2017-01-06T15:00:00Z,GOOGL,819.45,145,Market,Filled,118820.25,Warning: No quote information available at 01/06/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-01-06T18:00:00Z,CME,101.522368668,1179,Market,Filled,119694.87265957,Warning: No quote information available at 01/06/2017 13:00:00 America/New_York, order filled using TradeBar data 
2017-01-09T19:00:00Z,IAU,22.8,5249,Market,Filled,119677.2,Warning: No quote information available at 01/09/2017 14:00:00 America/New_York, order filled using TradeBar data 
2017-01-10T15:00:00Z,EEM,33.606784965,3550,Market,Filled,119304.08662575,Warning: No quote information available at 01/10/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-01-10T17:00:00Z,MDY,288.035988316,415,Market,Filled,119534.93515114,Warning: No quote information available at 01/10/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-01-10T18:00:00Z,ATVI,36.95060301,3234,Market,Filled,119498.25013434,Warning: No quote information available at 01/10/2017 13:00:00 America/New_York, order filled using TradeBar data 
2017-01-11T15:00:00Z,CRM,74.87,1593,Market,Filled,119267.91,Warning: No quote information available at 01/11/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-01-11T15:00:00Z,CME,100.195448934,-1179,Market,Filled,-118130.43429319,stop-loss - Warning: No quote information available at 01/11/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-01-11T16:00:00Z,MSFT,58.767029037,2033,Market,Filled,119473.37003222,Warning: No quote information available at 01/11/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-01-11T17:00:00Z,PFE,26.077295295116,-4476,Market,Filled,-116721.97374094,stop-loss - Warning: No quote information available at 01/11/2017 12:00:00 America/New_York, order filled using TradeBar data 
